 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.56840399E+03 +0.46415889E-05 +0.12121130E-02 +0.89898125E+05 +0.83820075E-01
+0.10340817E+04 +0.46415889E-05 +0.22440851E-02 +0.13194970E+06 +0.88752665E-01

+0.00000000E+00 +0.99999997E-05 -0.33151292E-06 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.99999997E-05 -0.32135139E-06 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.99999997E-05 -0.31113561E-06 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.99999997E-05 -0.30086551E-06 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.99999997E-05 -0.29815550E-06 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.99999997E-05 -0.29520359E-06 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.99999997E-05 -0.29198790E-06 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.99999997E-05 -0.28848439E-06 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.99999997E-05 -0.28466661E-06 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.99999997E-05 -0.28050579E-06 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.99999997E-05 -0.27597039E-06 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.99999997E-05 -0.27102570E-06 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.99999997E-05 -0.26563370E-06 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.99999997E-05 -0.25975260E-06 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.99999997E-05 -0.25333671E-06 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.99999997E-05 -0.24633533E-06 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.99999997E-05 -0.23869322E-06 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.99999997E-05 -0.23034912E-06 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.99999997E-05 -0.22123569E-06 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.99999997E-05 -0.21127821E-06 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.99999997E-05 -0.20041250E-06 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.99999997E-05 -0.18871390E-06 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.99999997E-05 -0.17590330E-06 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.99999997E-05 -0.16195349E-06 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.99999997E-05 -0.14682990E-06 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.99999997E-05 -0.13941390E-06 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.99999997E-05 -0.13036809E-06 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.99999997E-05 -0.11250390E-06 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.99999997E-05 -0.93117450E-07 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.99999997E-05 -0.72160233E-07 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.99999997E-05 -0.49616041E-07 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.99999997E-05 -0.25599823E-07 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.99999997E-05 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.99999997E-05 +0.46671730E-07 +0.83662872E+01 +0.47431788E-02
+0.29298833E+00 +0.99999997E-05 +0.50616471E-07 +0.84991417E+01 +0.47838609E-02
+0.31775293E+00 +0.99999997E-05 +0.54900639E-07 +0.86370583E+01 +0.48228260E-02
+0.34461072E+00 +0.99999997E-05 +0.59557873E-07 +0.87798843E+01 +0.48600072E-02
+0.37373865E+00 +0.99999997E-05 +0.64568241E-07 +0.89453907E+01 +0.48997062E-02
+0.40532857E+00 +0.99999997E-05 +0.70083530E-07 +0.91480293E+01 +0.49445350E-02
+0.43958861E+00 +0.99999997E-05 +0.76307622E-07 +0.93816166E+01 +0.49921884E-02
+0.47674435E+00 +0.99999997E-05 +0.83439318E-07 +0.96588669E+01 +0.50443104E-02
+0.51704079E+00 +0.99999997E-05 +0.92278690E-07 +0.10783611E+02 +0.52373214E-02
+0.58866638E+00 +0.99999997E-05 +0.12400744E-06 +0.14198331E+02 +0.57697734E-02
+0.67021430E+00 +0.99999997E-05 +0.18343312E-06 +0.18260410E+02 +0.63263942E-02
+0.76305896E+00 +0.99999997E-05 +0.25542491E-06 +0.23203241E+02 +0.69213049E-02
+0.86876559E+00 +0.99999997E-05 +0.31082311E-06 +0.26296003E+02 +0.72559332E-02
+0.98911542E+00 +0.99999997E-05 +0.36060160E-06 +0.27603695E+02 +0.73769032E-02
+0.11261375E+01 +0.99999997E-05 +0.41146521E-06 +0.29768560E+02 +0.75530424E-02
+0.12821414E+01 +0.99999997E-05 +0.48011879E-06 +0.33002712E+02 +0.77839172E-02
+0.14597561E+01 +0.99999997E-05 +0.58941390E-06 +0.40859982E+02 +0.82737543E-02
+0.16619759E+01 +0.99999997E-05 +0.73689074E-06 +0.53636600E+02 +0.89806719E-02
+0.18922091E+01 +0.99999997E-05 +0.92233728E-06 +0.61422192E+02 +0.93627507E-02
+0.21543367E+01 +0.99999997E-05 +0.11028291E-05 +0.69386703E+02 +0.97010275E-02
+0.25130966E+01 +0.99999997E-05 +0.13622381E-05 +0.86548698E+02 +0.10332900E-01
+0.29315999E+01 +0.99999997E-05 +0.17797800E-05 +0.10879801E+03 +0.11039731E-01
+0.34197967E+01 +0.99999997E-05 +0.22425711E-05 +0.13398563E+03 +0.11723431E-01
+0.39892919E+01 +0.99999997E-05 +0.27694430E-05 +0.16850330E+03 +0.12526210E-01
+0.46536250E+01 +0.99999997E-05 +0.35388321E-05 +0.21459352E+03 +0.13446080E-01
+0.54285879E+01 +0.99999997E-05 +0.45784891E-05 +0.27110941E+03 +0.14412880E-01
+0.63326063E+01 +0.99999997E-05 +0.58679329E-05 +0.34599649E+03 +0.15510450E-01
+0.73871694E+01 +0.99999997E-05 +0.74804511E-05 +0.44541599E+03 +0.16760020E-01
+0.86173468E+01 +0.99999997E-05 +0.95198766E-05 +0.57063812E+03 +0.18110020E-01
+0.15677298E+02 +0.99999997E-05 +0.24547760E-04 +0.15363323E+04 +0.24981894E-01
+0.28521273E+02 +0.99999997E-05 +0.66217799E-04 +0.44419805E+04 +0.36471620E-01
+0.51887955E+02 +0.99999997E-05 +0.14870650E-03 +0.80308984E+04 +0.44994161E-01
+0.94398300E+02 +0.99999997E-05 +0.31713795E-03 +0.16039910E+05 +0.53864170E-01
+0.17173622E+03 +0.99999997E-05 +0.73184638E-03 +0.38201660E+05 +0.69310598E-01
+0.31243488E+03 +0.99999997E-05 +0.13469700E-02 +0.48371172E+05 +0.73153831E-01
+0.56840399E+03 +0.99999997E-05 +0.25982664E-02 +0.85174703E+05 +0.80070511E-01
+0.10340817E+04 +0.99999997E-05 +0.48622880E-02 +0.13211009E+06 +0.85666150E-01

+0.00000000E+00 +0.21544351E-04 -0.71422301E-06 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.21544351E-04 -0.69233050E-06 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.21544351E-04 -0.67032124E-06 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.21544351E-04 -0.64819511E-06 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.21544351E-04 -0.64235655E-06 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.21544351E-04 -0.63599691E-06 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.21544351E-04 -0.62906889E-06 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.21544351E-04 -0.62152071E-06 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.21544351E-04 -0.61329558E-06 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.21544351E-04 -0.60433143E-06 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.21544351E-04 -0.59456022E-06 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.21544351E-04 -0.58390708E-06 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.21544351E-04 -0.57229039E-06 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.21544351E-04 -0.55962005E-06 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.21544351E-04 -0.54579732E-06 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.21544351E-04 -0.53071346E-06 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.21544351E-04 -0.51424900E-06 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.21544351E-04 -0.49627221E-06 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.21544351E-04 -0.47663781E-06 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.21544351E-04 -0.45518510E-06 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.21544351E-04 -0.43177562E-06 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.21544351E-04 -0.40657173E-06 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.21544351E-04 -0.37897215E-06 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.21544351E-04 -0.34891821E-06 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.21544351E-04 -0.31633542E-06 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.21544351E-04 -0.30035810E-06 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.21544351E-04 -0.28086950E-06 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.21544351E-04 -0.24238230E-06 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.21544351E-04 -0.20061550E-06 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.21544351E-04 -0.15546451E-06 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.21544351E-04 -0.10689450E-06 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.21544351E-04 -0.55153141E-07 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.21544351E-04 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.21544351E-04 +0.10054690E-06 +0.83662834E+01 +0.46289153E-02
+0.29298833E+00 +0.21544351E-04 +0.10904590E-06 +0.84991341E+01 +0.46695964E-02
+0.31775293E+00 +0.21544351E-04 +0.11823230E-06 +0.86344233E+01 +0.47078230E-02
+0.34461072E+00 +0.21544351E-04 +0.12812120E-06 +0.87808285E+01 +0.47459272E-02
+0.37373865E+00 +0.21544351E-04 +0.13887154E-06 +0.89473524E+01 +0.47858879E-02
+0.40532857E+00 +0.21544351E-04 +0.15069919E-06 +0.91368208E+01 +0.48278132E-02
+0.43958861E+00 +0.21544351E-04 +0.16392030E-06 +0.93511696E+01 +0.48715482E-02
+0.47674435E+00 +0.21544351E-04 +0.17898284E-06 +0.95937757E+01 +0.49171895E-02
+0.51704079E+00 +0.21544351E-04 +0.19798730E-06 +0.10216610E+02 +0.50242092E-02
+0.58866638E+00 +0.21544351E-04 +0.26088992E-06 +0.12486263E+02 +0.53769550E-02
+0.67021430E+00 +0.21544351E-04 +0.36541664E-06 +0.16065943E+02 +0.58657322E-02
+0.76305896E+00 +0.21544351E-04 +0.48013425E-06 +0.21884312E+02 +0.65648472E-02
+0.86876559E+00 +0.21544351E-04 +0.59213551E-06 +0.25567720E+02 +0.69623892E-02
+0.98911542E+00 +0.21544351E-04 +0.69586525E-06 +0.27359951E+02 +0.71287779E-02
+0.11261375E+01 +0.21544351E-04 +0.80635874E-06 +0.29448584E+02 +0.72993841E-02
+0.12821414E+01 +0.21544351E-04 +0.95480800E-06 +0.31599630E+02 +0.74534202E-02
+0.14597561E+01 +0.21544351E-04 +0.11553942E-05 +0.38097542E+02 +0.78576040E-02
+0.16619759E+01 +0.21544351E-04 +0.14622183E-05 +0.48825245E+02 +0.84510902E-02
+0.18922091E+01 +0.21544351E-04 +0.18427889E-05 +0.57525661E+02 +0.88752825E-02
+0.21543367E+01 +0.21544351E-04 +0.22127540E-05 +0.66993584E+02 +0.92787426E-02
+0.25130966E+01 +0.21544351E-04 +0.27558651E-05 +0.80513344E+02 +0.97788330E-02
+0.29315999E+01 +0.21544351E-04 +0.35837181E-05 +0.99045525E+02 +0.10364614E-01
+0.34197967E+01 +0.21544351E-04 +0.45804181E-05 +0.12660830E+03 +0.11112300E-01
+0.39892919E+01 +0.21544351E-04 +0.57406392E-05 +0.15733659E+03 +0.11830052E-01
+0.46536250E+01 +0.21544351E-04 +0.73806073E-05 +0.19613734E+03 +0.12603630E-01
+0.54285879E+01 +0.21544351E-04 +0.94999987E-05 +0.24985503E+03 +0.13521770E-01
+0.63326063E+01 +0.21544351E-04 +0.12076413E-04 +0.32142703E+03 +0.14571342E-01
+0.73871694E+01 +0.21544351E-04 +0.15354721E-04 +0.41410605E+03 +0.15736414E-01
+0.86173468E+01 +0.21544351E-04 +0.19593941E-04 +0.52960620E+03 +0.16981799E-01
+0.15677298E+02 +0.21544351E-04 +0.50831091E-04 +0.14208470E+04 +0.23329934E-01
+0.28521273E+02 +0.21544351E-04 +0.13721549E-03 +0.41248833E+04 +0.34006204E-01
+0.51887955E+02 +0.21544351E-04 +0.32029129E-03 +0.79514341E+04 +0.42964499E-01
+0.94398300E+02 +0.21544351E-04 +0.66338433E-03 +0.14812050E+05 +0.50554492E-01
+0.17173622E+03 +0.21544351E-04 +0.15641840E-02 +0.37409102E+05 +0.66104114E-01
+0.31243488E+03 +0.21544351E-04 +0.29002700E-02 +0.48344250E+05 +0.70295162E-01
+0.56840399E+03 +0.21544351E-04 +0.55715861E-02 +0.80686422E+05 +0.76364160E-01
+0.10340817E+04 +0.21544351E-04 +0.10397682E-01 +0.13229384E+06 +0.82579285E-01

+0.00000000E+00 +0.46415891E-04 -0.15387470E-05 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.46415891E-04 -0.14915810E-05 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.46415891E-04 -0.14441633E-05 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.46415891E-04 -0.13964940E-05 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.46415891E-04 -0.13839150E-05 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.46415891E-04 -0.13702140E-05 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.46415891E-04 -0.13552880E-05 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.46415891E-04 -0.13390260E-05 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.46415891E-04 -0.13213053E-05 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.46415891E-04 -0.13019931E-05 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.46415891E-04 -0.12809410E-05 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.46415891E-04 -0.12579900E-05 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.46415891E-04 -0.12329622E-05 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.46415891E-04 -0.12056649E-05 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.46415891E-04 -0.11758850E-05 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.46415891E-04 -0.11433874E-05 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.46415891E-04 -0.11079160E-05 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.46415891E-04 -0.10691861E-05 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.46415891E-04 -0.10268850E-05 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.46415891E-04 -0.98066653E-06 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.46415891E-04 -0.93023243E-06 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.46415891E-04 -0.87593224E-06 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.46415891E-04 -0.81647073E-06 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.46415891E-04 -0.75172153E-06 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.46415891E-04 -0.68152406E-06 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.46415891E-04 -0.64710184E-06 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.46415891E-04 -0.60511496E-06 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.46415891E-04 -0.52219679E-06 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.46415891E-04 -0.43221294E-06 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.46415891E-04 -0.33493811E-06 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.46415891E-04 -0.23029722E-06 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.46415891E-04 -0.11882384E-06 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.46415891E-04 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.46415891E-04 +0.21659613E-06 +0.83662443E+01 +0.45146514E-02
+0.29298833E+00 +0.46415891E-04 +0.23490630E-06 +0.84990931E+01 +0.45553320E-02
+0.31775293E+00 +0.46415891E-04 +0.25473142E-06 +0.86373787E+01 +0.45944019E-02
+0.34461072E+00 +0.46415891E-04 +0.27613422E-06 +0.87851772E+01 +0.46328823E-02
+0.37373865E+00 +0.46415891E-04 +0.29937783E-06 +0.89479380E+01 +0.46719462E-02
+0.40532857E+00 +0.46415891E-04 +0.32479431E-06 +0.91284113E+01 +0.47118925E-02
+0.43958861E+00 +0.46415891E-04 +0.35291330E-06 +0.93217888E+01 +0.47513638E-02
+0.47674435E+00 +0.46415891E-04 +0.38440859E-06 +0.95314674E+01 +0.47908113E-02
+0.51704079E+00 +0.46415891E-04 +0.42080103E-06 +0.99712191E+01 +0.48666522E-02
+0.58866638E+00 +0.46415891E-04 +0.51765812E-06 +0.11364110E+02 +0.50827530E-02
+0.67021430E+00 +0.46415891E-04 +0.68817093E-06 +0.14403301E+02 +0.54958798E-02
+0.76305896E+00 +0.46415891E-04 +0.91725349E-06 +0.20244749E+02 +0.61980970E-02
+0.86876559E+00 +0.46415891E-04 +0.11996860E-05 +0.24484570E+02 +0.66524553E-02
+0.98911542E+00 +0.46415891E-04 +0.14550711E-05 +0.26795565E+02 +0.68674642E-02
+0.11261375E+01 +0.46415891E-04 +0.17025170E-05 +0.28919550E+02 +0.70419661E-02
+0.12821414E+01 +0.46415891E-04 +0.19985182E-05 +0.30526453E+02 +0.71565630E-02
+0.14597561E+01 +0.46415891E-04 +0.23712214E-05 +0.35836540E+02 +0.74875690E-02
+0.16619759E+01 +0.46415891E-04 +0.29795319E-05 +0.43925980E+02 +0.79346932E-02
+0.18922091E+01 +0.46415891E-04 +0.38175872E-05 +0.53242863E+02 +0.83868923E-02
+0.21543367E+01 +0.46415891E-04 +0.47298681E-05 +0.63979462E+02 +0.88450247E-02
+0.25130966E+01 +0.46415891E-04 +0.59051781E-05 +0.75150314E+02 +0.92602000E-02
+0.29315999E+01 +0.46415891E-04 +0.74910513E-05 +0.90919151E+02 +0.97569413E-02
+0.34197967E+01 +0.46415891E-04 +0.95195737E-05 +0.11845450E+03 +0.10503890E-01
+0.39892919E+01 +0.46415891E-04 +0.12091831E-04 +0.14624091E+03 +0.11154544E-01
+0.46536250E+01 +0.46415891E-04 +0.15401700E-04 +0.17974260E+03 +0.11821640E-01
+0.54285879E+01 +0.46415891E-04 +0.19605750E-04 +0.23112341E+03 +0.12699330E-01
+0.63326063E+01 +0.46415891E-04 +0.24908921E-04 +0.29812622E+03 +0.13682430E-01
+0.73871694E+01 +0.46415891E-04 +0.31797179E-04 +0.38251703E+03 +0.14743444E-01
+0.86173468E+01 +0.46415891E-04 +0.40725052E-04 +0.48852512E+03 +0.15886370E-01
+0.15677298E+02 +0.46415891E-04 +0.10573391E-03 +0.13113340E+04 +0.21750282E-01
+0.28521273E+02 +0.46415891E-04 +0.28434320E-03 +0.38151201E+04 +0.31621762E-01
+0.51887955E+02 +0.46415891E-04 +0.68398193E-03 +0.78160781E+04 +0.40852129E-01
+0.94398300E+02 +0.46415891E-04 +0.13954102E-02 +0.13672990E+05 +0.47383528E-01
+0.17173622E+03 +0.46415891E-04 +0.33270870E-02 +0.36328461E+05 +0.62782533E-01
+0.31243488E+03 +0.46415891E-04 +0.62420950E-02 +0.48301602E+05 +0.67435205E-01
+0.56840399E+03 +0.46415891E-04 +0.11792964E-01 +0.77155664E+05 +0.72846875E-01
+0.10340817E+04 +0.46415891E-04 +0.22301590E-01 +0.13217841E+06 +0.79491220E-01

+0.00000000E+00 +0.99999997E-04 -0.33151293E-05 +0.11950370E+01 -0.99999996E+25
+0.85598985E-02 +0.99999997E-04 -0.32135140E-05 +0.12389309E+01 -0.99999996E+25
+0.17119799E-01 +0.99999997E-04 -0.31113555E-05 +0.12837840E+01 -0.99999996E+25
+0.25679693E-01 +0.99999997E-04 -0.30086551E-05 +0.13295950E+01 -0.99999996E+25
+0.27930947E-01 +0.99999997E-04 -0.29815551E-05 +0.13418030E+01 -0.99999996E+25
+0.30379560E-01 +0.99999997E-04 -0.29520361E-05 +0.13551559E+01 -0.99999996E+25
+0.33042837E-01 +0.99999997E-04 -0.29198791E-05 +0.13697690E+01 -0.99999996E+25
+0.35939585E-01 +0.99999997E-04 -0.28848440E-05 +0.13857681E+01 -0.99999996E+25
+0.39090294E-01 +0.99999997E-04 -0.28466659E-05 +0.14032950E+01 -0.99999996E+25
+0.42517204E-01 +0.99999997E-04 -0.28050581E-05 +0.14225050E+01 -0.99999996E+25
+0.46244547E-01 +0.99999997E-04 -0.27597041E-05 +0.14435740E+01 -0.99999996E+25
+0.50298650E-01 +0.99999997E-04 -0.27102569E-05 +0.14666970E+01 -0.99999996E+25
+0.54708164E-01 +0.99999997E-04 -0.26563371E-05 +0.14920903E+01 -0.99999996E+25
+0.59504244E-01 +0.99999997E-04 -0.25975262E-05 +0.15199991E+01 -0.99999996E+25
+0.64720780E-01 +0.99999997E-04 -0.25333663E-05 +0.15506963E+01 -0.99999996E+25
+0.70394635E-01 +0.99999997E-04 -0.24633534E-05 +0.15844890E+01 -0.99999996E+25
+0.76565899E-01 +0.99999997E-04 -0.23869322E-05 +0.16217220E+01 -0.99999996E+25
+0.83278179E-01 +0.99999997E-04 -0.23034911E-05 +0.16627851E+01 -0.99999996E+25
+0.90578921E-01 +0.99999997E-04 -0.22123570E-05 +0.17081170E+01 -0.99999996E+25
+0.98519638E-01 +0.99999997E-04 -0.21127821E-05 +0.17582190E+01 +0.18413120E-02
+0.10715654E+00 +0.99999997E-04 -0.20041250E-05 +0.18135960E+01 +0.18877439E-02
+0.11655057E+00 +0.99999997E-04 -0.18871390E-05 +0.18741320E+01 +0.19343984E-02
+0.12676817E+00 +0.99999997E-04 -0.17590330E-05 +0.19402120E+01 +0.19812132E-02
+0.13788152E+00 +0.99999997E-04 -0.16195351E-05 +0.20138931E+01 +0.20292231E-02
+0.14996915E+00 +0.99999997E-04 -0.14682990E-05 +0.20959244E+01 +0.20783190E-02
+0.15588780E+00 +0.99999997E-04 -0.13941390E-05 +0.21367681E+01 +0.21013224E-02
+0.16311647E+00 +0.99999997E-04 -0.13036810E-05 +0.21872220E+01 +0.21285533E-02
+0.17741628E+00 +0.99999997E-04 -0.11250390E-05 +0.22882855E+01 +0.21797244E-02
+0.19296978E+00 +0.99999997E-04 -0.93117461E-06 +0.24000831E+01 +0.22317450E-02
+0.20988679E+00 +0.99999997E-04 -0.72160231E-06 +0.25224111E+01 +0.22841259E-02
+0.22828689E+00 +0.99999997E-04 -0.49616040E-06 +0.26544874E+01 +0.23361079E-02
+0.24830000E+00 +0.99999997E-04 -0.25599823E-06 +0.27980180E+01 +0.23880373E-02
+0.27006763E+00 +0.99999997E-04 +0.00000000E+00 +0.29553111E+01 +0.24403699E-02
+0.27015382E+00 +0.99999997E-04 +0.46654245E-06 +0.83661480E+01 +0.44003874E-02
+0.29298833E+00 +0.99999997E-04 +0.50598851E-06 +0.84989958E+01 +0.44410680E-02
+0.31775293E+00 +0.99999997E-04 +0.54875221E-06 +0.86389513E+01 +0.44805971E-02
+0.34461072E+00 +0.99999997E-04 +0.59504652E-06 +0.87868547E+01 +0.45191040E-02
+0.37373865E+00 +0.99999997E-04 +0.64526103E-06 +0.89482231E+01 +0.45578368E-02
+0.40532857E+00 +0.99999997E-04 +0.69992620E-06 +0.91240234E+01 +0.45967568E-02
+0.43958861E+00 +0.99999997E-04 +0.75984940E-06 +0.93064747E+01 +0.46339980E-02
+0.47674435E+00 +0.99999997E-04 +0.82557750E-06 +0.95055656E+01 +0.46714372E-02
+0.51704079E+00 +0.99999997E-04 +0.89941898E-06 +0.98515644E+01 +0.47312700E-02
+0.58866638E+00 +0.99999997E-04 +0.10648700E-05 +0.10753864E+02 +0.48713763E-02
+0.67021430E+00 +0.99999997E-04 +0.13423703E-05 +0.13184680E+02 +0.52005001E-02
+0.76305896E+00 +0.99999997E-04 +0.17954389E-05 +0.18276260E+02 +0.58128531E-02
+0.86876559E+00 +0.99999997E-04 +0.24537401E-05 +0.22688564E+02 +0.62825312E-02
+0.98911542E+00 +0.99999997E-04 +0.30767831E-05 +0.25916063E+02 +0.65832045E-02
+0.11261375E+01 +0.99999997E-04 +0.36522081E-05 +0.28255491E+02 +0.67764074E-02
+0.12821414E+01 +0.99999997E-04 +0.42794741E-05 +0.29874340E+02 +0.68917121E-02
+0.14597561E+01 +0.99999997E-04 +0.50716840E-05 +0.33731842E+02 +0.71329442E-02
+0.16619759E+01 +0.99999997E-04 +0.62754971E-05 +0.39829865E+02 +0.74693831E-02
+0.18922091E+01 +0.99999997E-04 +0.78546136E-05 +0.48452263E+02 +0.78868102E-02
+0.21543367E+01 +0.99999997E-04 +0.96353115E-05 +0.60192524E+02 +0.83874846E-02
+0.25130966E+01 +0.99999997E-04 +0.12212330E-04 +0.70479218E+02 +0.87704808E-02
+0.29315999E+01 +0.99999997E-04 +0.15299460E-04 +0.84735153E+02 +0.92196157E-02
+0.34197967E+01 +0.99999997E-04 +0.19438512E-04 +0.10936010E+03 +0.98876683E-02
+0.39892919E+01 +0.99999997E-04 +0.25002921E-04 +0.13500529E+03 +0.10487644E-01
+0.46536250E+01 +0.99999997E-04 +0.31666281E-04 +0.16642419E+03 +0.11113453E-01
+0.54285879E+01 +0.99999997E-04 +0.40091832E-04 +0.21351923E+03 +0.11917962E-01
+0.63326063E+01 +0.99999997E-04 +0.51221668E-04 +0.27457941E+03 +0.12814120E-01
+0.73871694E+01 +0.99999997E-04 +0.65726679E-04 +0.35077542E+03 +0.13772000E-01
+0.86173468E+01 +0.99999997E-04 +0.84330008E-04 +0.44848593E+03 +0.14825170E-01
+0.15677298E+02 +0.99999997E-04 +0.21869810E-03 +0.12074430E+04 +0.20236723E-01
+0.28521273E+02 +0.99999997E-04 +0.58701372E-03 +0.35154153E+04 +0.29324930E-01
+0.51887955E+02 +0.99999997E-04 +0.14493450E-02 +0.76123633E+04 +0.38649641E-01
+0.94398300E+02 +0.99999997E-04 +0.29379311E-02 +0.12657872E+05 +0.44374801E-01
